,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
410,Simone Rabbi\Simone-Rabbi,it ITA,FW,Bologna,19-090,2001,4,0,35,0.4,0,1,0,0,0,0,0.00,2.57,2.57,0.00,2.57,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
411,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,25-300,1995,15,10,944,10.5,1,0,0,0,6,1,0.10,0.00,0.10,0.10,0.10,1.1,1.1,0.4,0.10,0.04,0.14,0.10,0.14,Matches
412,Ivan Radovanović\Ivan-Radovanovic,rs SRB,DFMF,Genoa,32-152,1988,16,9,945,10.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
413,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,34-098,1986,16,15,1198,13.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.02,0.01,0.02,Matches
414,Rafael\Rafael,br BRA,GK,Spezia,38-331,1982,2,1,117,1.3,0,1,0,0,0,0,0.00,0.77,0.77,0.00,0.77,0.0,0.0,0.4,0.00,0.32,0.32,0.00,0.32,Matches
415,Gastón Ramírez\Gaston-Ramirez,uy URU,FWMF,Sampdoria,30-057,1990,16,7,644,7.2,0,2,0,0,4,0,0.00,0.28,0.28,0.00,0.28,0.5,0.5,1.3,0.08,0.19,0.26,0.08,0.26,Matches
416,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Juventus,30-033,1990,13,9,739,8.2,1,3,0,0,0,0,0.12,0.37,0.49,0.12,0.49,2.6,2.6,2.3,0.31,0.28,0.59,0.31,0.59,Matches
417,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,32-347,1988,3,3,253,2.8,0,1,0,0,1,0,0.00,0.36,0.36,0.00,0.36,0.9,0.9,0.0,0.32,0.02,0.34,0.32,0.34,Matches
418,Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,20-345,2000,14,5,527,5.9,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.9,0.9,0.7,0.15,0.12,0.26,0.15,0.26,Matches
419,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,21-078,1999,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
420,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,27-129,1993,12,9,787,8.7,1,3,0,0,2,0,0.11,0.34,0.46,0.11,0.46,3.0,3.0,2.3,0.34,0.27,0.61,0.34,0.61,Matches
421,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,Crotone,25-225,1995,17,16,1417,15.7,1,2,0,0,5,0,0.06,0.13,0.19,0.06,0.19,1.0,1.0,1.9,0.06,0.12,0.19,0.06,0.19,Matches
422,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,30-141,1990,2,1,77,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
423,Pepe Reina\Pepe-Reina,es ESP,GK,Lazio,38-150,1982,13,13,1170,13.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
424,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,37-296,1983,16,15,1147,12.7,0,4,0,0,4,0,0.00,0.31,0.31,0.00,0.31,1.5,1.5,2.4,0.12,0.19,0.31,0.12,0.31,Matches
425,Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,26-246,1994,1,0,4,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
426,Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,24-148,1996,3,0,67,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
427,Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,26-246,1994,13,12,1035,11.5,0,2,0,0,3,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.6,0.03,0.05,0.08,0.03,0.08,Matches
428,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,33-015,1988,18,17,1541,17.1,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.4,0.02,0.08,0.10,0.02,0.10,Matches
429,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,32-121,1988,9,2,251,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
430,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,30-331,1990,11,6,447,5.0,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,0.9,0.9,0.5,0.18,0.11,0.29,0.18,0.29,Matches
431,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,28-156,1992,13,12,1029,11.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.03,0.01,0.05,0.03,0.05,Matches
432,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,25-193,1995,14,14,1165,12.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.02,0.05,0.07,0.02,0.07,Matches
433,Rogério\Rogerio,br BRA,DF,Sassuolo,23-015,1998,13,10,862,9.6,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.8,0.03,0.08,0.11,0.03,0.11,Matches
434,Luis Rojas\Luis-Rojas,cl CHI,FWMF,Crotone,18-328,2002,4,0,20,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.18,0.00,0.18,0.18,0.18,Matches
435,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,26-016,1995,14,14,1260,14.0,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,1.8,1.8,0.4,0.13,0.03,0.15,0.13,0.15,Matches
436,Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,22-276,1998,14,13,1135,12.6,1,2,0,0,6,0,0.08,0.16,0.24,0.08,0.24,0.9,0.9,0.8,0.07,0.07,0.14,0.07,0.14,Matches
437,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,35-358,1985,15,14,1271,14.1,15,2,4,5,0,0,1.06,0.14,1.20,0.78,0.92,12.0,8.2,2.1,0.85,0.15,1.00,0.58,0.73,Matches
438,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,29-305,1991,17,16,1447,16.1,1,0,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.9,0.03,0.05,0.09,0.03,0.09,Matches
439,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,19-055,2001,9,7,604,6.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.06,0.04,0.10,0.06,0.10,Matches
440,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,26-339,1994,3,1,61,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
441,Kevin Rüegg\Kevin-Ruegg,ch SUI,MFDF,Hellas Verona,22-176,1998,5,0,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
442,Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,18-201,2002,3,1,117,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
443,Mário Rui\Mario-Rui,pt POR,DF,Napoli,29-246,1991,13,9,890,9.9,0,2,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
444,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,24-300,1996,15,13,1111,12.3,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,1.4,0.09,0.11,0.20,0.09,0.20,Matches
445,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,21-215,1999,14,11,854,9.5,2,0,0,0,2,1,0.21,0.00,0.21,0.21,0.21,1.9,1.9,1.4,0.20,0.15,0.35,0.20,0.35,Matches
446,Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,29-054,1991,6,4,375,4.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.12,0.12,0.00,0.12,Matches
447,Eddy Salcedo\Eddy-Salcedo,it ITA,FW,Hellas Verona,19-119,2001,10,4,385,4.3,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.12,0.04,0.16,0.12,0.16,Matches
448,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,32-040,1988,12,7,634,7.0,2,2,0,1,0,0,0.28,0.28,0.57,0.28,0.57,3.3,2.5,2.7,0.47,0.38,0.85,0.36,0.74,Matches
449,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,30-002,1991,7,4,393,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.05,0.12,0.17,0.05,0.17,Matches
450,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,29-140,1991,9,1,284,3.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.9,0.30,0.30,0.60,0.30,0.60,Matches
451,Federico Santander\Federico-Santander,py PAR,FW,Bologna,29-238,1991,4,0,37,0.4,0,1,0,0,0,0,0.00,2.43,2.43,0.00,2.43,0.2,0.2,0.3,0.56,0.71,1.27,0.56,1.27,Matches
452,Davide Santon\Davide-Santon,it ITA,DF,Roma,30-026,1991,4,3,248,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.12,0.15,0.02,0.15,Matches
453,Samir Santos\Samir-Santos,br BRA,DF,Udinese,26-054,1994,19,19,1674,18.6,1,0,0,0,5,0,0.05,0.00,0.05,0.05,0.05,1.1,1.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches
454,Riccardo Saponara\Riccardo-Saponara,it ITA,MF,Spezia,29-038,1991,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
455,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,29-038,1991,2,0,52,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.10,0.10,0.00,0.10,Matches
456,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,33-086,1987,15,5,482,5.4,3,2,1,1,0,1,0.56,0.37,0.93,0.37,0.75,2.2,1.5,1.2,0.41,0.23,0.64,0.27,0.50,Matches
457,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,22-027,1999,13,8,755,8.4,2,1,0,0,1,0,0.24,0.12,0.36,0.24,0.36,2.9,2.9,1.1,0.35,0.13,0.48,0.35,0.48,Matches
458,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,22-016,1999,1,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
459,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,33-243,1987,15,15,1308,14.5,1,1,0,0,6,1,0.07,0.07,0.14,0.07,0.14,0.6,0.6,2.3,0.04,0.16,0.20,0.04,0.20,Matches
460,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,24-016,1997,17,16,1392,15.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.00,0.05,0.06,0.00,0.06,Matches
461,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,32-237,1988,3,3,153,1.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.16,0.16,0.00,0.16,Matches
462,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,23-346,1997,9,1,191,2.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.18,0.02,0.20,0.18,0.20,Matches
463,Léo Sena\Leo-Sena,br BRA,MF,Spezia,25-028,1995,1,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
464,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,25-176,1995,9,1,284,3.2,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.16,0.03,0.19,0.16,0.19,Matches
465,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,29-265,1991,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
466,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,25-213,1995,13,9,783,8.7,2,1,0,0,0,0,0.23,0.11,0.34,0.23,0.34,2.4,2.4,1.6,0.28,0.18,0.46,0.28,0.46,Matches
467,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,33-002,1988,4,0,49,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.12,0.08,0.20,0.12,0.20,Matches
468,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,33-002,1988,2,0,34,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches
469,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,31-319,1989,12,7,687,7.6,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.06,0.07,0.01,0.07,Matches
470,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,29-332,1991,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
471,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,25-207,1995,17,13,1117,12.4,5,1,0,0,0,0,0.40,0.08,0.48,0.40,0.48,5.6,5.6,0.5,0.45,0.04,0.49,0.45,0.49,Matches
472,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,20-034,2000,16,12,1072,11.9,1,2,0,0,4,1,0.08,0.17,0.25,0.08,0.25,0.4,0.4,1.7,0.04,0.14,0.18,0.04,0.18,Matches
473,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,34-016,1987,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
474,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,29-268,1991,12,12,1080,12.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
475,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWMF,Bologna,21-030,1999,7,2,252,2.8,1,0,0,0,0,0,0.36,0.00,0.36,0.36,0.36,1.2,1.2,0.4,0.42,0.13,0.55,0.42,0.55,Matches
476,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,25-352,1995,15,14,1264,14.0,2,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.2,0.03,0.01,0.04,0.03,0.04,Matches
477,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,31-067,1989,11,9,852,9.5,0,1,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.03,0.05,0.08,0.03,0.08,Matches
478,Simon Sohm\Simon-Sohm,ch SUI,MFFW,Parma,19-292,2001,13,5,606,6.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.03,0.03,0.06,0.03,0.06,Matches
479,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Bologna,29-355,1991,19,19,1677,18.6,6,4,0,0,1,0,0.32,0.21,0.54,0.32,0.54,4.0,4.0,3.3,0.22,0.18,0.40,0.22,0.40,Matches
480,Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,21-239,1999,19,12,1147,12.7,2,1,0,0,3,0,0.16,0.08,0.24,0.16,0.24,2.0,2.0,1.8,0.16,0.14,0.30,0.16,0.30,Matches
481,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Bologna,28-224,1992,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
482,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,27-309,1993,16,16,1268,14.1,1,3,0,0,0,0,0.07,0.21,0.28,0.07,0.28,1.6,1.6,2.9,0.11,0.21,0.32,0.11,0.32,Matches
483,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,28-263,1992,8,7,655,7.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
484,Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,27-275,1993,1,0,22,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
485,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,25-315,1995,6,6,540,6.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
486,Kevin Strootman\Kevin-Strootman,nl NED,MF,Genoa,30-350,1990,2,2,117,1.3,0,1,0,0,0,0,0.00,0.77,0.77,0.00,0.77,0.0,0.0,0.5,0.00,0.35,0.35,0.00,0.35,Matches
487,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,29-342,1991,14,13,1116,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.05,0.01,0.07,0.05,0.07,Matches
488,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,27-325,1993,6,6,445,4.9,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.4,0.4,0.2,0.08,0.04,0.12,0.08,0.12,Matches
489,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,21-027,2000,5,2,171,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.08,0.08,0.00,0.08,Matches
490,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,22-023,1999,17,11,849,9.4,2,1,0,0,6,1,0.21,0.11,0.32,0.21,0.32,1.4,1.4,1.2,0.14,0.13,0.27,0.14,0.27,Matches
491,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,30-285,1990,14,14,1260,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
492,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Hellas Verona,26-359,1994,18,16,1334,14.8,1,0,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.7,0.10,0.11,0.21,0.10,0.21,Matches
493,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Milan,34-354,1986,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
494,Andrés Tello\Andres-Tello,co COL,MFDF,Benevento,24-144,1996,9,1,212,2.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches
495,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,23-253,1997,6,4,351,3.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
496,Claudio Terzi\Claudio-Terzi,it ITA,DF,Spezia,36-223,1984,15,14,1232,13.7,1,1,0,0,8,1,0.07,0.07,0.15,0.07,0.15,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
497,Morten Thorsby\Morten-Thorsby,no NOR,MF,Sampdoria,24-268,1996,18,15,1419,15.8,2,0,0,0,6,0,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.3,0.12,0.02,0.14,0.12,0.14,Matches
498,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,26-173,1994,10,9,671,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.03,0.08,0.11,0.03,0.11,Matches
499,Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,30-110,1990,16,15,1322,14.7,2,0,0,0,3,0,0.14,0.00,0.14,0.14,0.14,2.9,2.9,0.4,0.20,0.03,0.23,0.20,0.23,Matches
500,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,22-084,1998,19,19,1710,19.0,2,0,0,0,4,0,0.11,0.00,0.11,0.11,0.11,0.9,0.9,0.3,0.05,0.02,0.06,0.05,0.06,Matches
501,Sandro Tonali\Sandro-Tonali,it ITA,MF,Milan,20-265,2000,15,11,815,9.1,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,0.04,0.09,0.14,0.04,0.14,Matches
502,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,31-011,1990,14,13,1147,12.7,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.06,0.00,0.06,0.06,0.06,Matches
503,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Sampdoria,28-214,1992,2,0,50,0.6,1,0,0,0,0,0,1.80,0.00,1.80,1.80,1.80,0.2,0.2,0.3,0.36,0.59,0.96,0.36,0.96,Matches
504,Mattéo Tramoni\Matteo-Tramoni,fr FRA,FWMF,Cagliari,21-008,2000,6,0,74,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches
505,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Cagliari,21-354,1999,7,3,242,2.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
506,Alessandro Tuia\Alessandro-Tuia,it ITA,DF,Benevento,30-234,1990,15,9,872,9.7,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.2,0.04,0.02,0.05,0.04,0.05,Matches
507,Ľubomír Tupta\Lubomir-Tupta,sk SVK,MF,Hellas Verona,22-307,1998,2,1,50,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.39,0.00,0.39,0.39,0.39,Matches
508,Iyenoma Udogie\Iyenoma-Udogie,it ITA,DFMF,Hellas Verona,18-061,2002,2,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.57,0.06,0.63,0.57,0.63,Matches
509,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,22-014,1999,3,2,131,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
510,Borja Valero\Borja-Valero,es ESP,MF,Fiorentina,36-016,1985,12,2,246,2.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.05,0.04,0.05,Matches
511,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,24-293,1996,1,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
512,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,34-262,1986,11,9,782,8.7,2,1,2,2,1,0,0.23,0.12,0.35,0.00,0.12,1.7,0.2,0.6,0.19,0.07,0.27,0.02,0.09,Matches
513,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,25-291,1995,11,7,589,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.03,0.07,0.11,0.03,0.11,Matches
514,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,24-222,1996,7,4,280,3.1,2,0,0,0,1,0,0.64,0.00,0.64,0.64,0.64,1.1,1.1,0.0,0.34,0.01,0.35,0.34,0.35,Matches
515,Simone Verdi\Simone-Verdi,it ITA,FWMF,Torino,28-200,1992,16,9,822,9.1,1,2,0,0,3,0,0.11,0.22,0.33,0.11,0.33,2.9,2.9,1.5,0.31,0.16,0.48,0.31,0.48,Matches
516,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,27-333,1993,18,17,1396,15.5,7,2,4,4,3,0,0.45,0.13,0.58,0.19,0.32,5.4,2.4,1.3,0.35,0.08,0.43,0.16,0.24,Matches
517,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,19-357,2001,1,0,12,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
518,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,27-017,1994,16,7,598,6.6,2,2,0,0,1,0,0.30,0.30,0.60,0.30,0.60,1.1,1.1,1.3,0.16,0.19,0.35,0.16,0.35,Matches
519,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,33-251,1987,17,12,979,10.9,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,2.5,2.5,1.3,0.23,0.12,0.35,0.23,0.35,Matches
520,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,22-193,1998,2,2,180,2.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
521,Luca Vignali\Luca-Vignali,it ITA,DFMF,Spezia,25-017,1996,7,7,500,5.6,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
