,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1,Gennaro Acampora\Gennaro-Acampora,it ITA,MFFW,Spezia,26-305,1994,4,2,244,2.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.04,0.04,0.04,Matches
2,Francesco Acerbi\Francesco-Acerbi,it ITA,DF,Lazio,32-353,1988,16,16,1377,15.3,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,0.4,0.03,0.03,0.06,0.03,0.06,Matches
3,Andrea Adorante\Andrea-Adorante,it ITA,FW,Parma,20-358,2000,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
4,Lucien Agoume\Lucien-Agoume,fr FRA,MF,Spezia,18-354,2002,8,7,629,7.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
5,Kevin Agudelo\Kevin-Agudelo,co COL,FW,Spezia,22-075,1998,14,7,639,7.1,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.4,1.4,0.1,0.20,0.02,0.22,0.20,0.22,Matches
6,Jean-Daniel Akpa-Akpro\Jean-Daniel-Akpa-Akpro,ci CIV,MF,Lazio,28-109,1992,17,3,603,6.7,0,1,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,0.7,0.06,0.10,0.15,0.06,0.15,Matches
7,Luis Alberto\Luis-Alberto,es ESP,MF,Lazio,28-122,1992,16,16,1281,14.2,6,0,0,0,3,0,0.42,0.00,0.42,0.42,0.42,3.0,2.8,3.8,0.21,0.27,0.47,0.20,0.46,Matches
8,Bruno Alves\Bruno-Alves,pt POR,DF,Parma,39-062,1981,14,14,1260,14.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.00,0.01,0.01,0.01,Matches
9,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MF,Fiorentina,24-160,1996,18,18,1581,17.6,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.02,0.02,0.05,0.02,0.05,Matches
10,Djavan Anderson\Djavan-Anderson,nl NED,DF,Lazio,25-282,1995,3,1,72,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
11,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Udinese,32-291,1988,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
12,Philip Ankhrah\Philip-Ankhrah,gh GHA,MF,Hellas Verona,18-123,2002,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
13,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DF,Torino,34-130,1986,12,5,494,5.5,1,0,1,1,0,0,0.18,0.00,0.18,0.00,0.00,0.9,0.1,1.1,0.16,0.20,0.36,0.02,0.22,Matches
14,Tolgay Arslan\Tolgay-Arslan,de GER,MF,Udinese,30-165,1990,15,13,907,10.1,2,0,0,0,7,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.1,0.02,0.01,0.04,0.02,0.04,Matches
15,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,20-019,2001,3,0,44,0.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
16,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,24-010,1997,19,19,1710,19.0,0,1,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.4,0.00,0.02,0.02,0.00,0.02,Matches
17,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,26-151,1994,18,18,1553,17.3,1,2,0,0,2,1,0.06,0.12,0.17,0.06,0.17,0.1,0.1,1.1,0.00,0.07,0.07,0.00,0.07,Matches
18,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,26-079,1994,14,6,695,7.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.06,0.01,0.07,0.06,0.07,Matches
19,Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,31-338,1989,15,14,1117,12.4,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.2,0.02,0.09,0.12,0.02,0.12,Matches
20,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,26-164,1994,15,14,1129,12.5,1,1,0,0,4,1,0.08,0.08,0.16,0.08,0.16,0.4,0.4,0.7,0.03,0.06,0.09,0.03,0.09,Matches
21,Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,25-326,1995,8,3,339,3.8,3,1,0,0,3,1,0.80,0.27,1.06,0.80,1.06,1.8,1.8,0.5,0.49,0.14,0.63,0.49,0.63,Matches
22,Botond Balogh\Botond-Balogh,hu HUN,DF,Parma,18-236,2002,2,1,147,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Mattia Bani\Mattia-Bani,it ITA,DF,Genoa,27-049,1993,11,10,921,10.2,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches
24,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Hellas Verona,26-056,1994,16,14,1279,14.2,4,1,0,0,2,1,0.28,0.07,0.35,0.28,0.35,3.2,3.2,1.7,0.23,0.12,0.35,0.23,0.35,Matches
25,Federico Barba\Federico-Barba,it ITA,DF,Benevento,27-149,1993,14,13,1117,12.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.04,0.04,0.07,0.04,0.07,Matches
26,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,23-356,1997,19,16,1465,16.3,2,5,0,0,4,0,0.12,0.31,0.43,0.12,0.43,1.5,1.5,3.1,0.09,0.19,0.28,0.09,0.28,Matches
27,Antonio Barreca\Antonio-Barreca,it ITA,DF,Fiorentina,25-316,1995,2,1,76,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.18,0.05,0.23,0.18,0.23,Matches
28,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Bologna,22-075,1998,19,17,1462,16.2,3,3,0,1,0,0,0.18,0.18,0.37,0.18,0.37,4.5,3.6,2.2,0.27,0.13,0.41,0.22,0.36,Matches
29,Paolo Bartolomei\Paolo-Bartolomei,it ITA,MF,Spezia,31-160,1989,6,3,320,3.6,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,0.3,0.04,0.09,0.13,0.04,0.13,Matches
30,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,28-322,1992,1,0,24,0.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
31,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,21-290,1999,16,16,1403,15.6,0,2,0,0,4,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.2,0.04,0.08,0.11,0.04,0.11,Matches
32,Simone Bastoni\Simone-Bastoni,it ITA,DF,Spezia,24-084,1996,10,9,704,7.8,0,3,0,0,2,0,0.00,0.38,0.38,0.00,0.38,0.6,0.6,1.7,0.08,0.22,0.30,0.08,0.30,Matches
33,Bastos\Bastos,ao ANG,DF,Lazio,29-307,1991,2,0,63,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
34,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,25-009,1996,18,17,1574,17.5,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.04,0.00,0.05,0.04,0.05,Matches
35,Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,35-284,1985,13,4,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
36,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,27-039,1993,18,18,1599,17.8,9,5,2,2,2,0,0.51,0.28,0.79,0.39,0.68,7.4,5.8,4.3,0.41,0.24,0.66,0.33,0.57,Matches
37,Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,28-356,1992,6,5,426,4.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.06,0.07,0.13,0.06,0.13,Matches
38,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,23-058,1997,9,7,636,7.1,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.4,0.08,0.05,0.13,0.08,0.13,Matches
39,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,23-237,1997,17,13,1150,12.8,0,2,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,1.3,0.04,0.10,0.14,0.04,0.14,Matches
40,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,26-180,1994,15,15,1273,14.1,7,4,2,2,4,0,0.49,0.28,0.78,0.35,0.64,4.6,3.0,2.3,0.32,0.16,0.48,0.22,0.38,Matches
41,Álex Berenguer\Alex-Berenguer,es ESP,MF,Torino,25-208,1995,2,2,131,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
42,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,28-200,1992,14,13,1122,12.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.02,0.00,0.02,Matches
43,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFDF,Juventus,26-347,1994,14,3,411,4.6,0,1,0,0,0,0,0.00,0.22,0.22,0.00,0.22,1.3,1.3,0.7,0.29,0.15,0.44,0.29,0.44,Matches
44,Daniel Bessa\Daniel-Bessa,it ITA,MFDF,Hellas Verona,28-014,1993,2,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
45,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,28-149,1992,18,17,1532,17.0,1,4,0,0,6,0,0.06,0.23,0.29,0.06,0.29,1.2,1.2,4.6,0.07,0.27,0.34,0.07,0.34,Matches
46,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,26-210,1994,5,5,405,4.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
47,Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,24-025,1997,14,9,845,9.4,2,2,0,0,0,0,0.21,0.21,0.43,0.21,0.43,1.4,1.4,0.5,0.15,0.05,0.20,0.15,0.20,Matches
48,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Fiorentina,31-159,1989,18,12,1071,11.9,1,1,0,0,3,0,0.08,0.08,0.17,0.08,0.17,1.1,1.1,2.4,0.09,0.20,0.29,0.09,0.29,Matches
49,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Torino,23-252,1997,11,2,307,3.4,1,2,0,0,2,0,0.29,0.59,0.88,0.29,0.88,1.0,1.0,0.7,0.30,0.20,0.50,0.30,0.50,Matches
50,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Sampdoria,23-252,1997,2,2,131,1.5,0,1,0,0,0,0,0.00,0.69,0.69,0.00,0.69,0.2,0.2,0.9,0.12,0.64,0.76,0.12,0.76,Matches
51,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Udinese,24-254,1996,12,10,863,9.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.06,0.00,0.06,0.06,0.06,Matches
52,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,33-272,1987,16,16,1374,15.3,2,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,2.6,2.6,0.6,0.17,0.04,0.20,0.17,0.20,Matches
53,Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,29-174,1991,12,4,471,5.2,1,0,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.5,0.5,0.6,0.10,0.11,0.21,0.10,0.21,Matches
54,Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,23-316,1997,15,15,1350,15.0,2,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.4,1.4,0.3,0.10,0.02,0.12,0.10,0.12,Matches
55,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,Inter,28-073,1992,17,14,1248,13.9,1,6,0,0,4,0,0.07,0.43,0.50,0.07,0.50,1.1,1.1,2.8,0.08,0.20,0.28,0.08,0.28,Matches
56,Gastón Brugman\Gaston-Brugman,uy URU,MF,Parma,28-143,1992,12,8,645,7.2,0,1,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.1,0.09,0.15,0.24,0.09,0.24,Matches
57,Juan Brunetta\Juan-Brunetta,ar ARG,FWMF,Parma,23-261,1997,6,1,206,2.3,0,1,0,0,1,0,0.00,0.44,0.44,0.00,0.44,0.2,0.2,0.2,0.11,0.08,0.19,0.11,0.19,Matches
58,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,43-000,1978,4,4,360,4.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
59,Alessandro Buongiorno\Alessandro-Buongiorno,it ITA,DF,Torino,21-236,1999,4,3,256,2.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
60,Maxime Busi\Maxime-Busi,be BEL,DF,Parma,21-106,1999,10,6,548,6.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.04,0.02,0.04,Matches
61,Martín Cáceres\Martin-Caceres,uy URU,DF,Fiorentina,33-296,1987,14,14,1175,13.1,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.3,0.04,0.02,0.06,0.04,0.06,Matches
62,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,32-145,1988,16,8,749,8.3,6,0,0,0,4,0,0.72,0.00,0.72,0.72,0.72,4.0,4.0,0.2,0.48,0.03,0.51,0.48,0.51,Matches
63,Arturo Calabresi\Arturo-Calabresi,it ITA,DFFW,Bologna,24-317,1996,1,0,20,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
64,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,24-053,1996,19,19,1669,18.5,2,1,0,0,4,0,0.11,0.05,0.16,0.11,0.16,0.4,0.4,1.3,0.02,0.07,0.09,0.02,0.09,Matches
65,Riccardo Calafiori\Riccardo-Calafiori,it ITA,DF,Roma,18-254,2002,2,0,21,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
66,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,26-268,1994,3,1,56,0.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.34,0.00,0.34,0.34,0.34,Matches
67,Luca Caldirola\Luca-Caldirola,it ITA,DF,Benevento,29-362,1991,11,9,746,8.3,2,0,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.4,0.4,0.0,0.05,0.01,0.05,0.05,0.05,Matches
68,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,MFFW,Milan,26-355,1994,17,15,1383,15.4,1,6,1,1,2,0,0.07,0.39,0.46,0.00,0.39,2.7,1.9,5.7,0.18,0.37,0.55,0.13,0.50,Matches
69,Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Cagliari,20-291,2000,10,2,183,2.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
70,José Callejón\Jose-Callejon,es ESP,FW,Fiorentina,33-352,1987,10,6,514,5.7,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.3,0.05,0.23,0.28,0.05,0.28,Matches
71,Antonio Candreva\Antonio-Candreva,it ITA,MFFW,Sampdoria,33-335,1987,16,13,1116,12.4,4,4,2,2,0,0,0.32,0.32,0.65,0.16,0.48,3.0,1.5,3.0,0.24,0.24,0.48,0.12,0.36,Matches
72,Gianluca Caprari\Gianluca-Caprari,it ITA,MFFW,Benevento,27-182,1993,16,14,1115,12.4,4,3,0,1,4,1,0.32,0.24,0.57,0.32,0.57,3.0,2.3,1.9,0.24,0.15,0.40,0.18,0.34,Matches
73,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,33-175,1987,14,12,990,11.0,7,3,1,1,1,0,0.64,0.27,0.91,0.55,0.82,5.6,4.9,1.2,0.51,0.11,0.62,0.44,0.55,Matches
74,Andrea Carboni\Andrea-Carboni,it ITA,DF,Cagliari,19-359,2001,6,4,368,4.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.01,0.12,0.13,0.01,0.13,Matches
75,Giuseppe Caso\Giuseppe-Caso,it ITA,MF,Genoa,22-050,1998,1,0,9,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Samu Castillejo\Samu-Castillejo,es ESP,FW,Milan,26-010,1995,15,7,643,7.1,1,0,0,0,3,0,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.4,0.11,0.06,0.17,0.11,0.17,Matches
77,Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,23-346,1997,18,17,1391,15.5,4,1,0,0,5,0,0.26,0.06,0.32,0.26,0.32,2.3,2.3,1.8,0.15,0.12,0.27,0.15,0.27,Matches
78,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,26-175,1994,11,2,291,3.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Matches
79,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Hellas Verona,28-262,1992,13,12,921,10.2,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches
80,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,28-262,1992,3,3,270,3.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
81,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,31-170,1989,7,5,483,5.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.07,0.00,0.07,0.07,0.07,Matches
82,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,24-287,1996,8,1,132,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.6,0.72,0.43,1.15,0.72,1.15,Matches
83,Julian Chabot\Julian-Chabot,de GER,DF,Spezia,22-351,1998,17,14,1166,13.0,1,1,0,0,9,1,0.08,0.08,0.15,0.08,0.15,0.5,0.5,0.2,0.04,0.02,0.05,0.04,0.05,Matches
84,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,36-167,1984,5,4,360,4.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Federico Chiesa\Federico-Chiesa,it ITA,MFDF,Juventus,23-095,1997,13,11,878,9.8,4,3,0,0,1,1,0.41,0.31,0.72,0.41,0.72,2.1,2.1,3.1,0.21,0.32,0.53,0.21,0.53,Matches
86,Federico Chiesa\Federico-Chiesa,it ITA,DF,Fiorentina,23-095,1997,3,3,240,2.7,1,1,0,0,0,0,0.37,0.37,0.75,0.37,0.75,0.7,0.7,0.8,0.28,0.31,0.59,0.28,0.59,Matches
87,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Sassuolo,31-075,1989,13,13,1040,11.6,2,1,0,0,5,0,0.17,0.09,0.26,0.17,0.26,0.9,0.9,0.4,0.08,0.04,0.11,0.08,0.11,Matches
88,Luca Cigarini\Luca-Cigarini,it ITA,MF,Crotone,34-222,1986,6,6,454,5.0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.06,0.11,0.17,0.06,0.17,Matches
89,Antonio Cioffi\Antonio-Cioffi,it ITA,FW,Napoli,18-040,2002,1,0,12,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.40,0.40,0.00,0.40,Matches
90,Ebrima Colley\Ebrima-Colley,gm GAM,FWMF,Hellas Verona,20-362,2000,16,3,568,6.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.6,0.20,0.10,0.29,0.20,0.29,Matches
91,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,28-096,1992,13,12,1151,12.8,1,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.0,0.07,0.00,0.07,0.07,0.07,Matches
92,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,18-326,2002,4,1,94,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.58,0.00,0.58,0.58,0.58,Matches
93,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,34-001,1987,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
94,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,26-332,1994,3,0,28,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.47,0.47,0.00,0.47,Matches
95,Andrea Conti\Andrea-Conti,it ITA,DF,Parma,26-332,1994,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.01,0.13,0.11,0.13,Matches
96,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,38-027,1983,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
97,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,27-318,1993,15,11,1011,11.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.1,0.08,0.10,0.18,0.08,0.18,Matches
98,Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,26-168,1994,12,11,839,9.3,1,2,0,0,0,0,0.11,0.21,0.32,0.11,0.32,2.0,2.0,0.9,0.21,0.09,0.30,0.21,0.30,Matches
99,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,37-077,1983,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
100,Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,30-136,1990,2,0,42,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
101,Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,21-360,1999,3,2,184,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.06,0.12,0.06,0.12,Matches
102,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,26-214,1994,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
103,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,34-029,1986,10,8,718,8.0,1,0,1,1,1,0,0.13,0.00,0.13,0.00,0.00,0.8,0.0,0.2,0.10,0.02,0.12,0.01,0.03,Matches
104,Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,25-331,1995,17,8,864,9.6,0,2,0,0,4,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,0.5,0.11,0.05,0.17,0.11,0.17,Matches
105,Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,23-170,1997,2,0,26,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.52,0.52,0.00,0.52,Matches
106,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,32-247,1988,14,12,1044,11.6,0,4,0,0,3,1,0.00,0.34,0.34,0.00,0.34,0.8,0.8,3.0,0.07,0.26,0.33,0.07,0.33,Matches
107,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,22-361,1998,8,5,486,5.4,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
108,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,23-025,1998,11,0,196,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.09,0.00,0.09,0.09,0.09,Matches
109,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,26-000,1995,10,2,343,3.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.04,0.07,0.04,0.07,Matches
110,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,21-270,1999,10,8,633,7.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
111,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,32-141,1988,11,4,396,4.4,3,0,0,0,2,0,0.68,0.00,0.68,0.68,0.68,1.1,1.1,0.1,0.25,0.02,0.27,0.25,0.27,Matches
112,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,28-345,1992,15,8,663,7.4,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,0.15,0.03,0.18,0.15,0.18,Matches
