,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
507,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-203,1997,7,7,630,7.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
508,Vitolo\Vitolo,es ESP,MFDF,Atlético Madrid,31-087,1989,6,3,227,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.17,0.05,0.22,0.17,0.22,Matches
509,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-018,1992,4,4,281,3.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
510,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-046,1991,8,7,521,5.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.06,0.02,0.06,Matches
511,Daniel Wass\Daniel-Wass,dk DEN,DFMF,Valencia,31-242,1989,19,19,1654,18.4,1,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,0.7,0.7,1.4,0.04,0.08,0.11,0.04,0.11,Matches
512,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,24-349,1996,16,11,981,10.9,3,0,0,0,1,0,0.28,0.00,0.28,0.28,0.28,2.3,2.3,0.1,0.21,0.01,0.22,0.21,0.22,Matches
513,Iñaki Williams\Inaki-Williams,es ESP,FWMF,Athletic Club,26-227,1994,19,18,1447,16.1,4,3,1,1,1,0,0.25,0.19,0.44,0.19,0.37,4.1,3.3,2.3,0.25,0.15,0.40,0.21,0.35,Matches
514,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,28-334,1992,9,6,563,6.3,0,1,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
515,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-108,1993,7,7,630,7.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
516,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,26-325,1994,12,3,462,5.1,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.08,0.05,0.14,0.08,0.14,Matches
517,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-218,1992,6,3,326,3.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.09,0.11,0.01,0.11,Matches
518,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-024,1999,4,1,93,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.09,0.05,0.14,0.09,0.14,Matches
519,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,23-304,1997,13,11,1053,11.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,0.06,0.04,0.10,0.06,0.10,Matches
520,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,21-361,1999,18,8,898,10.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
521,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-042,1998,7,3,234,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.04,0.15,0.19,0.04,0.19,Matches
