,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
410,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,M'Gladbach,23-175,1997,14,7,718,8.0,3,1,0,0,3,1,0.38,0.13,0.50,0.38,0.50,2.6,2.6,0.4,0.33,0.04,0.37,0.33,0.37,Matches
411,Steffen Tigges\Steffen-Tigges,de GER,FWDF,Dortmund,22-181,1998,4,0,22,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.36,0.00,0.36,0.36,0.36,Matches
412,Guus Til\Guus-Til,nl NED,FWMF,Freiburg,23-037,1997,3,0,22,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,26-178,1994,12,6,625,6.9,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.28,0.06,0.35,0.28,0.35,Matches
414,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31-191,1989,14,12,953,10.6,2,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.7,0.7,0.0,0.07,0.00,0.07,0.07,0.07,Matches
415,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,23-174,1997,6,6,540,6.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.06,0.07,0.00,0.07,Matches
416,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24-275,1996,11,7,537,6.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,0.11,0.15,0.26,0.11,0.26,Matches
417,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23-274,1997,14,13,1061,11.8,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,0.08,0.02,0.10,0.08,0.10,Matches
418,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'Gladbach,32-282,1988,5,1,84,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.26,0.26,0.00,0.26,Matches
419,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,30-204,1990,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
420,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33-339,1987,16,16,1357,15.1,0,6,0,0,5,0,0.00,0.40,0.40,0.00,0.40,0.1,0.1,2.3,0.01,0.15,0.16,0.01,0.16,Matches
421,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21-208,1999,5,4,388,4.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
422,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,22-093,1998,17,17,1420,15.8,1,0,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.03,0.01,0.04,0.03,0.04,Matches
423,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,29-157,1991,14,14,1164,12.9,2,1,0,0,4,0,0.15,0.08,0.23,0.15,0.23,1.9,1.9,1.0,0.15,0.08,0.23,0.15,0.23,Matches
424,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,22-176,1998,16,11,1018,11.3,3,2,0,0,2,0,0.27,0.18,0.44,0.27,0.44,1.5,1.5,1.5,0.13,0.13,0.26,0.13,0.26,Matches
425,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,25-124,1995,11,9,856,9.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
426,Andreas Voglsammer\Andreas-Voglsammer,de GER,MF,Arminia,29-019,1992,3,0,50,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08,Matches
427,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,29-127,1991,15,15,1274,14.2,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.6,0.00,0.04,0.04,0.00,0.04,Matches
428,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,21-114,1999,17,16,1299,14.4,10,3,3,3,5,0,0.69,0.21,0.90,0.48,0.69,6.6,4.4,3.4,0.46,0.24,0.70,0.30,0.54,Matches
429,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,28-174,1992,18,17,1537,17.1,12,1,2,3,3,0,0.70,0.06,0.76,0.59,0.64,10.3,8.2,2.3,0.60,0.13,0.74,0.48,0.61,Matches
430,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26-282,1994,5,2,226,2.5,1,0,0,0,0,0,0.40,0.00,0.40,0.40,0.40,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
431,Wendell\Wendell,br BRA,DF,Leverkusen,27-192,1993,7,3,352,3.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
432,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,35-096,1985,13,10,874,9.7,1,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.8,0.06,0.09,0.15,0.06,0.15,Matches
433,William\William,br BRA,FW,Wolfsburg,25-300,1995,2,0,2,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
434,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17-270,2003,15,14,1229,13.7,3,5,0,0,1,0,0.22,0.37,0.59,0.22,0.59,2.4,2.4,2.3,0.18,0.17,0.35,0.18,0.35,Matches
435,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,32-016,1989,15,13,1130,12.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,0.08,0.05,0.13,0.08,0.13,Matches
436,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,M'Gladbach,21-287,1999,18,7,719,8.0,2,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,1.1,0.14,0.14,0.28,0.14,0.28,Matches
437,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25-246,1995,16,15,1373,15.3,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,1.4,1.4,1.2,0.09,0.08,0.17,0.09,0.17,Matches
438,Nick Woltemade\Nick-Woltemade,de GER,MFFW,Werder Bremen,18-349,2002,6,1,147,1.6,0,1,0,0,1,0,0.00,0.61,0.61,0.00,0.61,0.6,0.6,0.3,0.35,0.16,0.52,0.35,0.52,Matches
439,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,MFFW,Freiburg,21-130,1999,13,2,383,4.3,2,0,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.4,1.4,0.6,0.33,0.14,0.47,0.33,0.47,Matches
440,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18-192,2002,2,0,34,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
441,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,28-353,1992,12,7,586,6.5,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.4,0.4,0.0,0.06,0.00,0.07,0.06,0.07,Matches
442,Amin Younes\Amin-Younes,de GER,FWMF,Eint Frankfurt,27-175,1993,12,7,672,7.5,2,1,0,0,2,0,0.27,0.13,0.40,0.27,0.40,2.0,2.0,0.7,0.27,0.09,0.37,0.27,0.37,Matches
443,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21-239,1999,6,2,168,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
444,Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,24-069,1996,11,6,536,6.0,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.5,0.5,0.3,0.09,0.05,0.14,0.09,0.14,Matches
445,Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,22-323,1998,12,2,352,3.9,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.06,0.06,0.00,0.06,Matches
446,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,26-092,1994,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
447,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Köln,31-351,1989,1,0,51,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
448,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19-251,2001,3,1,92,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.35,0.17,0.52,0.35,0.52,Matches
449,Steven Zuber\Steven-Zuber,ch SUI,DF,Eint Frankfurt,29-164,1991,9,5,450,5.0,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,0.6,0.04,0.11,0.15,0.04,0.15,Matches
